ID,county,population,area,geometry
06061,Placer,423561,1407,"POLYGON ((-121.469356 38.925992, -121.414399 38.926214, -121.414779 38.996452, -121.305992 39.052943, -121.279533 39.034618, -121.221787 39.011962, -121.137397 39.037858, -121.067546 39.005371, -120.986348 39.102234, -120.857909 39.206235, -120.69111 39.304134, -120.645795 39.315155, -120.004795512304 39.3164750119585, -120.005142 39.291258, -120.003364028833 39.1656267640688, -120.002614842913 39.1126893740958, -120.001975250867 39.0674958744683, -120.143663 39.067285, -120.184098 39.031014, -120.43524 39.028397, -120.470985 38.965507, -120.556321 38.915164, -120.642458 38.944404, -120.746395 39.010352, -120.812295 39.000133, -120.858903 38.952256, -120.940281 38.962339, -121.040406 38.915651, -121.060916 38.845613, -121.087341 38.833274, -121.141595 38.711939, -121.242795 38.718241, -121.484396 38.734598, -121.469356 38.925992))"
06063,Plumas,19131,2554,"POLYGON ((-121.497635 40.445591, -121.361456 40.446822, -121.327826 40.445367, -121.061417 40.446536, -121.061493 40.256417, -120.928582 40.191931, -120.764403 40.31601, -120.652158 40.307656, -120.510817 40.248945, -120.482848 40.205798, -120.341385 40.115243, -120.209641 40.086008, -120.201264 40.013474, -120.108761 39.93951, -120.110627 39.765779, -120.147149 39.707658, -120.654227 39.706629, -120.68076 39.676833, -120.792484 39.709794, -120.870988 39.776821, -121.009477 39.639459, -121.076695 39.597264, -121.136715 39.628169, -121.210878 39.725651, -121.350821 39.825704, -121.429957 39.900313, -121.41948 40.015766, -121.366818 40.086054, -121.436886 40.151905, -121.368395 40.21223, -121.342264 40.309751, -121.470395 40.350213, -121.497635 40.445591))"
06065,Riverside,2492442,7208,"POLYGON ((-117.673019 33.871039, -117.655375 33.924343, -117.610947 33.925114, -117.610925 33.945999, -117.610943 33.971807, -117.550237 34.033472, -117.401494 34.034018, -117.375416 34.019399, -117.304895 34.019301, -117.296066 34.018252, -117.225369 34.005347, -117.191514 34.004056, -117.190871 34.004056, -117.106737 34.004286, -117.103898 34.004375, -117.098988 34.004211, -116.933645 34.004914, -116.929558 34.034113, -116.300631 34.032544, -115.316212 34.03411, -115.316065 34.077843, -115.136087 34.079734, -114.456281 34.079884, -114.43009113852 34.0789314062795, -114.435504 34.042615, -114.454807 34.010968, -114.509568 33.957264, -114.534987 33.928499, -114.508708 33.90064, -114.505638 33.864276, -114.520465 33.827778, -114.504863 33.760465, -114.496565 33.719155, -114.504993 33.693022, -114.525201 33.661583, -114.529186 33.60665, -114.524599 33.552231, -114.597283 33.490653, -114.629146518189 33.4335449999998, -114.830833 33.430094, -115.467506 33.426992, -116.085165 33.425932, -116.197591 33.428893, -116.62297 33.427296, -117.030861 33.426931, -117.224855 33.432016, -117.364272 33.505025, -117.509722 33.505019, -117.492697 33.557715, -117.457937 33.602189, -117.412987 33.659045, -117.533999 33.710355, -117.662117 33.857499, -117.674282 33.857956, -117.673019 33.871039))"
06067,Sacramento,1584288,966,"POLYGON ((-121.861597 38.069887, -121.71213 38.08552, -121.656702 38.183086, -121.614471 38.196474, -121.593273 38.313089, -121.576726 38.327502, -121.521641 38.360104, -121.508668 38.596803, -121.553609 38.603326, -121.633774 38.686164, -121.602894 38.735838, -121.521316 38.736382, -121.484396 38.734598, -121.242795 38.718241, -121.141595 38.711939, -121.133155 38.705374, -121.119049 38.717863, -121.04137 38.540745, -121.027507 38.508292, -121.027084 38.300252, -121.173079 38.255208, -121.344024 38.22826, -121.475718 38.25809, -121.580022 38.094414, -121.673065 38.093518, -121.75168 38.024308, -121.815673 38.021038, -121.862462 38.06603, -121.861597 38.069887))"
06069,San Benito,68175,1389,"POLYGON ((-121.644001 36.893996, -121.581354 36.899152, -121.488949 36.983148, -121.418246 36.960549, -121.215406 36.961248, -121.234683 36.926894, -121.141523 36.836656, -120.918731 36.740381, -120.597155 36.488235, -120.596562 36.328488, -120.678582 36.267319, -120.75834 36.308604, -120.717696 36.260012, -120.718426 36.196848, -120.761483 36.20358, -120.86508 36.292578, -120.920551 36.311012, -121.027362 36.26008, -121.040797 36.323969, -121.193465 36.445751, -121.244091 36.506911, -121.311788 36.502736, -121.318373 36.610026, -121.350092 36.648357, -121.468086 36.685518, -121.45134 36.724793, -121.597698 36.83735, -121.644001 36.893996))"
06071,San Bernardino,2195611,20062,"POLYGON ((-117.802445 33.968308, -117.767657 34.023508, -117.746005 34.020119, -117.729416 34.025479, -117.71117 34.079536, -117.693563 34.121627, -117.646374 34.28917, -117.655213 34.396953, -117.655235 34.397222, -117.667459 34.822528, -117.632151 34.822271, -117.632248 34.990858, -117.631295 35.419566, -117.633691 35.439319, -117.634346 35.651571, -117.652136 35.709858, -117.634283 35.79726, -117.251015 35.795004, -116.277263 35.793394, -115.735891 35.79362, -115.648032019625 35.8096292126029, -115.647683 35.809358, -115.404537 35.617605, -115.303743 35.538207, -115.160068 35.424129, -115.043812 35.332012, -114.948154366683 35.2552173238086, -114.804249 35.139689, -114.633487 35.001857, -114.629769 34.94304, -114.634382 34.87289, -114.576452 34.8153, -114.490971 34.724848, -114.465246 34.691202, -114.422382 34.580711, -114.378223 34.516521, -114.378852 34.450376, -114.335372 34.450038, -114.264317 34.401329, -114.172845 34.344979, -114.14093 34.305919, -114.14081715128 34.3031275138817, -114.139055 34.259538, -114.17805 34.239969, -114.229715 34.186928, -114.292806 34.166725, -114.348052 34.134458, -114.405941 34.11154, -114.428026 34.092787, -114.43009113852 34.0789314062795, -114.456281 34.079884, -115.136087 34.079734, -115.316065 34.077843, -115.316212 34.03411, -116.300631 34.032544, -116.929558 34.034113, -116.933645 34.004914, -117.098988 34.004211, -117.103898 34.004375, -117.106737 34.004286, -117.190871 34.004056, -117.191514 34.004056, -117.225369 34.005347, -117.296066 34.018252, -117.304895 34.019301, -117.375416 34.019399, -117.401494 34.034018, -117.550237 34.033472, -117.610943 33.971807, -117.610925 33.945999, -117.610947 33.925114, -117.655375 33.924343, -117.673019 33.871039, -117.783252 33.946261, -117.802445 33.968308))"
06073,San Diego,3269973,4204,"POLYGON ((-117.596188685737 33.3869649943199, -117.57848 33.453927, -117.508614 33.469614, -117.509722 33.505019, -117.364272 33.505025, -117.224855 33.432016, -117.030861 33.426931, -116.62297 33.427296, -116.197591 33.428893, -116.085165 33.425932, -116.08109 33.074833, -116.106171526176 32.6185787329199, -116.540643 32.583747, -116.62705 32.576261, -116.853117381005 32.5577888356845, -116.857154 32.557459, -117.124862 32.534156, -117.132038955738 32.5856011873821, -117.136664 32.618754, -117.168866 32.671952, -117.196767 32.688851, -117.246069 32.669352, -117.255169 32.700051, -117.25497 32.786948, -117.280971 32.822247, -117.28217 32.839547, -117.27387 32.851447, -117.262905 32.849349, -117.25617 32.859447, -117.25447 32.900146, -117.263704485249 32.9395407354155, -117.28077 33.012343, -117.315278 33.093504, -117.362572 33.168437, -117.445583 33.268517, -117.547693 33.365491, -117.59588 33.386629, -117.596188685737 33.3869649943199))"
06075,San Francisco,808988,47,"POLYGON ((-122.511983 37.77113, -122.465396 37.800879, -122.398139 37.80563, -122.385323 37.790724, -122.376462 37.738558, -122.356784 37.729505, -122.361749 37.71501, -122.389826876588 37.708331, -122.395107 37.708339, -122.469057 37.708232, -122.500678019083 37.7081325680179, -122.511983 37.77113))"
06077,San Joaquin,800965,1399,"POLYGON ((-121.580022 38.094414, -121.475718 38.25809, -121.344024 38.22826, -121.173079 38.255208, -121.027084 38.300252, -120.995497 38.225402, -120.942113 38.096328, -120.926449 38.077421, -120.923251 37.793571, -120.92058 37.73846, -120.995754 37.760152, -121.110248 37.730128, -121.151046 37.719477, -121.181124 37.688092, -121.241219 37.664009, -121.471925 37.481783, -121.556655 37.542732, -121.556958 37.703581, -121.556997 37.816488, -121.534247 37.849891, -121.579503 37.861072, -121.572824 37.904301, -121.556419 37.923302, -121.557583 37.946496, -121.579943 37.976113, -121.557554 38.017037, -121.580022 38.094414))"
06079,San Luis Obispo,281639,3304,"POLYGON ((-121.347053956004 35.7951862038146, -121.185056 35.794161, -120.213979 35.789276, -120.194369 35.789363, -120.193988 35.614389, -120.08618 35.614397, -120.065219 35.512964, -119.997449 35.468708, -119.99315 35.43947, -119.880045 35.439133, -119.880356 35.351124, -119.809218 35.345353, -119.809407 35.263693, -119.666585 35.262635, -119.667304 35.174982, -119.553819 35.180123, -119.561752 35.087831, -119.472552 35.076669, -119.472494 34.901378, -119.535757 34.897576, -119.672963 34.973375, -119.745566 34.973676, -119.928419 35.059794, -119.980122 35.057573, -120.082084 35.114678, -120.167616 35.075297, -120.188383 35.030378, -120.334548 35.006315, -120.301827 34.905571, -120.435473 34.986759, -120.496222 34.993155, -120.65030521184 34.9751663022687, -120.63357 35.033085, -120.629583 35.078362, -120.635787 35.123805, -120.675074 35.153061, -120.714185 35.175998, -120.756086 35.160459, -120.846674 35.204429, -120.89679 35.247877, -120.87957 35.294184, -120.862133 35.360763, -120.884757 35.430196, -120.955863 35.453743, -120.984227 35.4579036027455, -121.003359 35.46071, -121.11424 35.57172, -121.166712 35.635399, -121.272322 35.666711, -121.314632 35.71331, -121.332449 35.783106, -121.347053956004 35.7951862038146))"
06081,San Mateo,726353,449,"POLYGON ((-122.518088 37.576138, -122.496786 37.612136, -122.496784560243 37.665620815871, -122.496784 37.686433, -122.500678019083 37.7081325680179, -122.469057 37.708232, -122.395107 37.708339, -122.389826876588 37.708331, -122.39319 37.707531, -122.360219 37.592501, -122.244372 37.55814, -122.168449 37.504143, -122.129199702224 37.5213219985908, -122.11724 37.506721, -122.081473 37.477838, -122.144933 37.4582, -122.190402 37.431472, -122.192665 37.31801, -122.152278 37.286055, -122.152774 37.215444, -122.317682 37.186945, -122.294310191913 37.1051413867181, -122.322971 37.11546, -122.344029 37.144099, -122.397065 37.187249, -122.418452 37.248521, -122.401323 37.337009, -122.409258 37.374805, -122.443687 37.435941, -122.445987 37.461541, -122.493789 37.492341, -122.516689 37.52134, -122.518088 37.576138))"
06083,Santa Barbara,441257,2738,"MULTIPOLYGON (((-119.916216 34.058351, -119.857304 34.071298, -119.739472 34.049299, -119.5667 34.053452, -119.470736656944 34.053996622104, -119.487719557382 33.9965151543893, -119.554472 33.99782, -119.662825 33.985889, -119.721206 33.959583, -119.795938 33.962929, -119.873358 33.980375, -119.876916 34.023527, -119.916216 34.058351)), ((-120.368278 34.076465, -120.24248 34.057172, -120.135853 34.026087, -120.055107 34.037729, -119.984316 33.983948, -119.973691 33.942481, -120.049682 33.914563, -120.121817 33.895712, -120.179049 33.927994, -120.200085 33.956904, -120.36484 33.991781, -120.454134 34.028081, -120.368278 34.076465)), ((-120.65030521184 34.9751663022687, -120.496222 34.993155, -120.435473 34.986759, -120.301827 34.905571, -120.334548 35.006315, -120.188383 35.030378, -120.167616 35.075297, -120.082084 35.114678, -119.980122 35.057573, -119.928419 35.059794, -119.745566 34.973676, -119.672963 34.973375, -119.535757 34.897576, -119.472494 34.901378, -119.443691 34.901171, -119.440414 34.441842, -119.451365 34.398147, -119.477946706724 34.3788375587756, -119.536957 34.395495, -119.616862 34.420995, -119.684666 34.408297, -119.709067 34.395397, -119.785871 34.415997, -119.835771 34.415796, -119.873971 34.408795, -119.971951 34.444641, -120.050682 34.461651, -120.141165 34.473405, -120.295051 34.470623, -120.451425 34.447094, -120.511421 34.522953, -120.550092 34.542794, -120.581293 34.556959, -120.622575 34.554017, -120.645739 34.581035, -120.60197 34.692095, -120.614852 34.730709, -120.62632 34.738072, -120.610266 34.85818, -120.670835 34.904115, -120.65030521184 34.9751663022687)))"
06085,Santa Clara,1877592,1291,"POLYGON ((-122.190402 37.431472, -122.144933 37.4582, -122.081473 37.477838, -122.059673 37.464087, -121.925041 37.454186, -121.870115 37.480729, -121.855762 37.484537, -121.472648 37.48217, -121.409693 37.382013, -121.459051 37.282739, -121.404636 37.155989, -121.282271 37.183675, -121.226804 37.134774, -121.245887 36.983036, -121.215406 36.961248, -121.418246 36.960549, -121.488949 36.983148, -121.581354 36.899152, -121.583529 36.919252, -121.696222 36.98056, -121.738697 36.989991, -121.72606 37.02126, -121.82402 37.08757, -121.966219 37.135736, -122.026174 37.166854, -122.152278 37.286055, -122.192665 37.31801, -122.190402 37.431472))"
06087,Santa Cruz,261547,446,"POLYGON ((-122.317682 37.186945, -122.152774 37.215444, -122.152278 37.286055, -122.026174 37.166854, -121.966219 37.135736, -121.82402 37.08757, -121.72606 37.02126, -121.738697 36.989991, -121.696222 36.98056, -121.583529 36.919252, -121.581354 36.899152, -121.644001 36.893996, -121.655782 36.913109, -121.754116 36.902768, -121.757482 36.899981, -121.793835 36.879509, -121.812732426762 36.8500494437455, -121.862266 36.931552, -121.906468 36.96895, -121.95167 36.97145, -122.027174 36.95115, -122.105976 36.955951, -122.20618 37.013949, -122.260481 37.072548, -122.284882 37.101747, -122.294310191913 37.1051413867181, -122.317682 37.186945))"
06089,Shasta,180366,3786,"POLYGON ((-123.068789 40.332233, -122.998682 40.418142, -122.903738 40.445071, -122.845954 40.505181, -122.695298 40.572514, -122.752197 40.688985, -122.669839 40.773567, -122.666058 40.825875, -122.600458 40.899749, -122.607363 40.957748, -122.527753 41.014395, -122.513354 41.088227, -122.457144 41.096611, -122.445453 41.15793, -122.498376 41.182675, -122.294573 41.184978, -121.446495 41.183484, -121.331786 41.183886, -121.319976 40.905886, -121.327826 40.445367, -121.361456 40.446822, -121.497635 40.445591, -121.64633 40.434726, -121.806539 40.44495, -121.940989 40.415331, -122.010316 40.426558, -122.310412 40.371064, -122.445021 40.373398, -122.523997 40.3945, -122.651341 40.328288, -122.749393 40.365522, -122.872769 40.348848, -122.918472 40.306758, -122.976548 40.315162, -123.065426 40.286971, -123.068789 40.332233))"
06091,Sierra,3200,953,"POLYGON ((-121.058203 39.537043, -121.009477 39.639459, -120.870988 39.776821, -120.792484 39.709794, -120.68076 39.676833, -120.654227 39.706629, -120.147149 39.707658, -120.015734 39.708721, -119.999935448085 39.7224069247242, -120.00174 39.538852, -120.003028919657 39.4450457761605, -120.505445 39.446117, -120.575594 39.522291, -120.654561 39.52692, -120.755729 39.452663, -120.992703 39.414392, -121.022085 39.391558, -121.058203 39.537043))"
06093,Siskiyou,42905,6287,"POLYGON ((-123.660205 41.714055, -123.703768 41.829117, -123.642812 41.889353, -123.565442 41.903141, -123.519112836804 41.9991725180329, -123.43477 42.001641, -123.347562 41.999108, -123.231001260578 42.004970062256, -123.145959 42.009247, -123.045254 42.003049, -122.80008 42.004071, -122.501135 42.00846, -122.289749096157 42.0077647304966, -122.289527 42.007764, -122.101922 42.005766, -121.846712 42.00307, -121.675348 42.000351, -121.447539998048 41.9971900332726, -121.457213 41.949945, -121.448981 41.776392, -121.446495 41.183484, -122.294573 41.184978, -122.498376 41.182675, -122.522636 41.213525, -122.50389 41.342985, -122.585241 41.359008, -122.653686 41.289237, -122.811342 41.202451, -122.885921 41.205142, -122.973382 41.112074, -122.897411 41.028475, -122.917529 40.99399, -123.036808 41.004058, -123.109077 41.075429, -123.23948 41.075763, -123.273402 41.122891, -123.408291 41.179944, -123.487831 41.376934, -123.661363 41.38209, -123.61179 41.462127, -123.648046 41.535024, -123.719174 41.595613, -123.660205 41.714055))"
06095,Solano,449218,828,"POLYGON ((-122.406786 38.155632, -122.19538 38.155017, -122.206068 38.315775, -122.064842 38.315912, -122.126401 38.429168, -122.104128 38.513362, -122.011673 38.488991, -121.940285 38.533384, -121.712034 38.537962, -121.693697 38.313732, -121.594064 38.313094, -121.593273 38.313089, -121.614471 38.196474, -121.656702 38.183086, -121.71213 38.08552, -121.861597 38.069887, -121.862462 38.06603, -121.878235 38.049318, -121.983158 38.067297, -122.123973 38.035717, -122.269320054917 38.0603744975312, -122.301804 38.105142, -122.393588 38.143449, -122.397581230624 38.1420035972533, -122.406786 38.155632))"
06097,Sonoma,481812,1576,"POLYGON ((-123.540922011634 38.7676562160393, -123.368394 38.80664, -123.136253 38.809136, -123.080997 38.852438, -122.821592 38.85014, -122.795989 38.838952, -122.626772 38.67078, -122.64661 38.599113, -122.529625 38.469593, -122.448117 38.379505, -122.349564 38.193972, -122.406786 38.155632, -122.397581230624 38.1420035972533, -122.488499639259 38.1090944743082, -122.545376 38.158733, -122.7399 38.207018, -122.911319 38.321209, -123.003146477056 38.2957052387145, -123.004122 38.297012, -123.053504 38.299385, -123.068437 38.33521, -123.085572 38.390525, -123.166428 38.474947, -123.249797 38.511045, -123.331899 38.565542, -123.349612 38.596805, -123.441774 38.699744, -123.514784 38.741966, -123.540922011634 38.7676562160393))"
06099,Stanislaus,551430,1495,"POLYGON ((-121.471925 37.481783, -121.241219 37.664009, -121.181124 37.688092, -121.151046 37.719477, -121.110248 37.730128, -120.995754 37.760152, -120.92058 37.73846, -120.923251 37.793571, -120.926449 38.077421, -120.65343 37.831971, -120.653274 37.831858, -120.387613 37.633704, -120.38767 37.633364, -120.81557 37.466963, -120.989811 37.395871, -120.963812 37.346144, -121.226804 37.134774, -121.282271 37.183675, -121.404636 37.155989, -121.459051 37.282739, -121.409693 37.382013, -121.472648 37.48217, -121.471925 37.481783))"
06101,Sutter,97948,603,"POLYGON ((-121.908269 39.303878, -121.638066 39.305566, -121.62376 39.295621, -121.58591 39.089691, -121.610138 39.057847, -121.575415 38.918348, -121.543306 38.972404, -121.414779 38.996452, -121.414399 38.926214, -121.469356 38.925992, -121.484396 38.734598, -121.521316 38.736382, -121.602894 38.735838, -121.673454 38.743035, -121.723149 38.851306, -121.814814 38.876582, -121.835488 38.924481, -121.795366 38.995686, -121.889101 39.072373, -121.945514 39.179843, -121.908269 39.303878))"
06103,Tehama,64896,2951,"POLYGON ((-123.065426 40.286971, -122.976548 40.315162, -122.918472 40.306758, -122.872769 40.348848, -122.749393 40.365522, -122.651341 40.328288, -122.523997 40.3945, -122.445021 40.373398, -122.310412 40.371064, -122.010316 40.426558, -121.940989 40.415331, -121.806539 40.44495, -121.64633 40.434726, -121.497635 40.445591, -121.470395 40.350213, -121.342264 40.309751, -121.368395 40.21223, -121.436886 40.151905, -121.586407 40.100522, -121.646032 39.982527, -121.703241 39.98423, -121.804041 39.884344, -122.044865 39.883771, -122.046471 39.797648, -122.911794 39.799485, -122.937654 39.798156, -122.950077 39.907718, -122.909787 39.936385, -122.934013 39.978131, -122.989623 40.145496, -122.97755 40.241285, -123.065426 40.286971))"
06105,Trinity,15670,3179,"POLYGON ((-123.560163 40.950257, -123.481357 40.915157, -123.406082 41.013792, -123.464006 41.076348, -123.408291 41.179944, -123.273402 41.122891, -123.23948 41.075763, -123.109077 41.075429, -123.036808 41.004058, -122.917529 40.99399, -122.897411 41.028475, -122.973382 41.112074, -122.885921 41.205142, -122.811342 41.202451, -122.653686 41.289237, -122.585241 41.359008, -122.50389 41.342985, -122.522636 41.213525, -122.498376 41.182675, -122.445453 41.15793, -122.457144 41.096611, -122.513354 41.088227, -122.527753 41.014395, -122.607363 40.957748, -122.600458 40.899749, -122.666058 40.825875, -122.669839 40.773567, -122.752197 40.688985, -122.695298 40.572514, -122.845954 40.505181, -122.903738 40.445071, -122.998682 40.418142, -123.068789 40.332233, -123.065426 40.286971, -122.97755 40.241285, -122.989623 40.145496, -122.934013 39.978131, -123.544563 39.977015, -123.544458 40.001923, -123.544059 40.739386, -123.55985 40.829584, -123.623662 40.929823, -123.560163 40.950257))"
06107,Tulare,479468,4824,"POLYGON ((-119.573194 36.488835, -119.466322 36.575238, -119.305102 36.573725, -119.304625 36.660606, -119.174791 36.658878, -119.014425 36.657353, -118.982441 36.741646, -118.360586 36.744773, -118.366328 36.691635, -118.274624 36.597334, -118.290523 36.558535, -118.239021 36.523635, -118.21482 36.435036, -118.100317 36.346137, -118.127147 36.279656, -118.033611 36.008944, -118.003577 35.983718, -117.980761 35.867515, -118.005489 35.862699, -118.008094 35.788935, -118.058925 35.791474, -118.918468 35.790498, -119.53812 35.789898, -119.529358 36.26985, -119.474607 36.269025, -119.475364 36.327673, -119.475053 36.370923, -119.528792 36.401465, -119.527194 36.488886, -119.573194 36.488835))"
06109,Tuolumne,54204,2236,"POLYGON ((-120.514952 37.95339, -120.534276 37.989443, -120.462798 38.011927, -120.442529 38.058741, -120.175915 38.373991, -120.019951 38.433521, -119.884749 38.356185, -119.705385 38.416102, -119.639205 38.32688, -119.651509 38.286462, -119.604182 38.234961, -119.632671 38.198858, -119.576496 38.157661, -119.469456 38.128283, -119.345922 38.083113, -119.30459 38.023891, -119.308389 37.946824, -119.200283 37.885827, -119.20128 37.804329, -119.268979 37.73923, -119.308995 37.777986, -119.426792 37.866724, -119.474295 37.855623, -119.535699 37.904122, -119.646203 37.846823, -119.667203 37.801224, -119.809409 37.755025, -119.907013 37.757926, -120.079508 37.828808, -120.127226 37.781566, -120.345437 37.724787, -120.306312 37.665419, -120.391931 37.683559, -120.387613 37.633704, -120.653274 37.831858, -120.514952 37.95339))"
06111,Ventura,829590,1846,"MULTIPOLYGON (((-119.477946706724 34.3788375587756, -119.451365 34.398147, -119.440414 34.441842, -119.443691 34.901171, -119.276435 34.872481, -119.242534 34.814323, -118.977926 34.811714, -118.880405 34.788655, -118.636789 34.291804, -118.633461 34.269522, -118.632494 34.240391, -118.667773 34.222294, -118.667977 34.199159, -118.693834 34.168557, -118.788889 34.168214, -118.856473 34.126765, -118.940965 34.07483, -118.944479511459 34.046738953351, -118.954722 34.048167, -119.069959 34.09047, -119.109784 34.094566, -119.227743 34.161728, -119.257043 34.213304, -119.264586388748 34.2361045992684, -119.270144 34.252903, -119.313034 34.275689, -119.37578 34.321118, -119.461036 34.374064, -119.477946706724 34.3788375587756)), ((-119.470736656944 34.053996622104, -119.442654 34.054156, -119.364214 34.050794, -119.363065 34.000548, -119.391587 33.994636, -119.487719557382 33.9965151543893, -119.470736656944 34.053996622104)), ((-119.578942 33.278628, -119.510489 33.307269, -119.427171 33.266023, -119.429559 33.228167, -119.464725 33.215432, -119.545872 33.233406, -119.578942 33.278628)))"
06113,Yolo,220544,1012,"POLYGON ((-122.421952 38.903562, -122.340172 38.924246, -121.835488 38.924481, -121.814814 38.876582, -121.723149 38.851306, -121.673454 38.743035, -121.602894 38.735838, -121.633774 38.686164, -121.553609 38.603326, -121.508668 38.596803, -121.521641 38.360104, -121.576726 38.327502, -121.593273 38.313089, -121.594064 38.313094, -121.693697 38.313732, -121.712034 38.537962, -121.940285 38.533384, -122.011673 38.488991, -122.104128 38.513362, -122.134387 38.604634, -122.248838 38.755797, -122.287597 38.839968, -122.395312 38.863994, -122.421952 38.903562))"
06115,Yuba,85722,630,"POLYGON ((-121.62376 39.295621, -121.569302 39.308357, -121.405968 39.340569, -121.305122 39.519585, -121.149907 39.526446, -121.076695 39.597264, -121.009477 39.639459, -121.058203 39.537043, -121.022085 39.391558, -121.127481 39.380237, -121.266132 39.272717, -121.27969 39.143288, -121.279533 39.034618, -121.305992 39.052943, -121.414779 38.996452, -121.543306 38.972404, -121.575415 38.918348, -121.610138 39.057847, -121.58591 39.089691, -121.62376 39.295621))"